<<<<<<< HEAD
point	title	description	icon
10,20	my orange title	my orange description	http://www.myiconfinder.com/uploads/iconsets/256-256-a5485b563efc4511e0cd8bd04ad0fe9e.png
2,4	my aqua title	my aqua description	http://www.myiconfinder.com/uploads/iconsets/256-256-a5485b563efc4511e0cd8bd04ad0fe9e.png
42,-71	my purple title	my purple description<br/>is great	http://www.myiconfinder.com/uploads/iconsets/256-256-a5485b563efc4511e0cd8bd04ad0fe9e.png
=======
lat	lon	title	description	iconOffset
51.5327286	-0.1569688	point number 1041	point number 1041	-10,-25
51.5337286	-0.1569688	point number 1042	point number 1042	-10,-25
51.5347286	-0.1569688	point number 1043	point number 1043	-10,-25
51.5357286	-0.1569688	point number 1044	point number 1044	-10,-25
51.5367286	-0.1569688	point number 1045	point number 1045	-10,-25
51.5377286	-0.1569688	point number 1046	point number 1046	-10,-25
51.5387286	-0.1569688	point number 1047	point number 1047	-10,-25
51.5397286	-0.1569688	point number 1048	point number 1048	-10,-25
51.5407286	-0.1569688	point number 1049	point number 1049	-10,-25
51.5417286	-0.1569688	point number 1050	point number 1050	-10,-25
51.4727286	-0.1554688	point number 1051	point number 1051	-10,-25
51.4737286	-0.1554688	point number 1052	point number 1052	-10,-25
51.4747286	-0.1554688	point number 1053	point number 1053	-10,-25
51.4757286	-0.1554688	point number 1054	point number 1054	-10,-25
51.4767286	-0.1554688	point number 1055	point number 1055	-10,-25
51.4777286	-0.1554688	point number 1056	point number 1056	-10,-25
51.4787286	-0.1554688	point number 1057	point number 1057	-10,-25
51.4797286	-0.1554688	point number 1058	point number 1058	-10,-25
51.4807286	-0.1554688	point number 1059	point number 1059	-10,-25
51.4817286	-0.1554688	point number 1060	point number 1060	-10,-25
51.4827286	-0.1554688	point number 1061	point number 1061	-10,-25
51.4837286	-0.1554688	point number 1062	point number 1062	-10,-25
51.4847286	-0.1554688	point number 1063	point number 1063	-10,-25
51.4857286	-0.1554688	point number 1064	point number 1064	-10,-25
51.4867286	-0.1554688	point number 1065	point number 1065	-10,-25
51.4877286	-0.1554688	point number 1066	point number 1066	-10,-25
51.4887286	-0.1554688	point number 1067	point number 1067	-10,-25
51.4897286	-0.1554688	point number 1068	point number 1068	-10,-25
51.4907286	-0.1554688	point number 1069	point number 1069	-10,-25
51.4917286	-0.1554688	point number 1070	point number 1070	-10,-25
51.4927286	-0.1554688	point number 1071	point number 1071	-10,-25
51.4937286	-0.1554688	point number 1072	point number 1072	-10,-25
51.4947286	-0.1554688	point number 1073	point number 1073	-10,-25
51.4957286	-0.1554688	point number 1074	point number 1074	-10,-25
51.4967286	-0.1554688	point number 1075	point number 1075	-10,-25
51.4977286	-0.1554688	point number 1076	point number 1076	-10,-25
51.4987286	-0.1554688	point number 1077	point number 1077	-10,-25
51.4997286	-0.1554688	point number 1078	point number 1078	-10,-25
51.5007286	-0.1554688	point number 1079	point number 1079	-10,-25
51.5017286	-0.1554688	point number 1080	point number 1080	-10,-25
51.5027286	-0.1554688	point number 1081	point number 1081	-10,-25
51.5037286	-0.1554688	point number 1082	point number 1082	-10,-25
51.5047286	-0.1554688	point number 1083	point number 1083	-10,-25
51.5057286	-0.1554688	point number 1084	point number 1084	-10,-25
51.5067286	-0.1554688	point number 1085	point number 1085	-10,-25
51.5077286	-0.1554688	point number 1086	point number 1086	-10,-25
51.5087286	-0.1554688	point number 1087	point number 1087	-10,-25
51.5097286	-0.1554688	point number 1088	point number 1088	-10,-25
51.5107286	-0.1554688	point number 1089	point number 1089	-10,-25
51.5117286	-0.1554688	point number 1090	point number 1090	-10,-25
51.5127286	-0.1554688	point number 1091	point number 1091	-10,-25
51.5137286	-0.1554688	point number 1092	point number 1092	-10,-25
51.5147286	-0.1554688	point number 1093	point number 1093	-10,-25
51.5157286	-0.1554688	point number 1094	point number 1094	-10,-25
51.5167286	-0.1554688	point number 1095	point number 1095	-10,-25
51.5177286	-0.1554688	point number 1096	point number 1096	-10,-25
51.5187286	-0.1554688	point number 1097	point number 1097	-10,-25
51.5197286	-0.1554688	point number 1098	point number 1098	-10,-25
51.5207286	-0.1554688	point number 1099	point number 1099	-10,-25
51.5217286	-0.1554688	point number 1100	point number 1100	-10,-25
51.5227286	-0.1554688	point number 1101	point number 1101	-10,-25
51.5237286	-0.1554688	point number 1102	point number 1102	-10,-25
51.5247286	-0.1554688	point number 1103	point number 1103	-10,-25
51.5257286	-0.1554688	point number 1104	point number 1104	-10,-25
51.5267286	-0.1554688	point number 1105	point number 1105	-10,-25
51.5277286	-0.1554688	point number 1106	point number 1106	-10,-25
51.5287286	-0.1554688	point number 1107	point number 1107	-10,-25
51.5297286	-0.1554688	point number 1108	point number 1108	-10,-25
51.5307286	-0.1554688	point number 1109	point number 1109	-10,-25
51.5317286	-0.1554688	point number 1110	point number 1110	-10,-25
51.5327286	-0.1554688	point number 1111	point number 1111	-10,-25
51.5337286	-0.1554688	point number 1112	point number 1112	-10,-25
51.5347286	-0.1554688	point number 1113	point number 1113	-10,-25
51.5357286	-0.1554688	point number 1114	point number 1114	-10,-25
51.5367286	-0.1554688	point number 1115	point number 1115	-10,-25
51.5377286	-0.1554688	point number 1116	point number 1116	-10,-25
51.5387286	-0.1554688	point number 1117	point number 1117	-10,-25
51.5397286	-0.1554688	point number 1118	point number 1118	-10,-25
51.5407286	-0.1554688	point number 1119	point number 1119	-10,-25
51.5417286	-0.1554688	point number 1120	point number 1120	-10,-25
51.4727286	-0.1539688	point number 1121	point number 1121	-10,-25
51.4737286	-0.1539688	point number 1122	point number 1122	-10,-25
51.4747286	-0.1539688	point number 1123	point number 1123	-10,-25
51.4757286	-0.1539688	point number 1124	point number 1124	-10,-25
51.4767286	-0.1539688	point number 1125	point number 1125	-10,-25
51.4777286	-0.1539688	point number 1126	point number 1126	-10,-25
51.4787286	-0.1539688	point number 1127	point number 1127	-10,-25
51.4797286	-0.1539688	point number 1128	point number 1128	-10,-25
51.4807286	-0.1539688	point number 1129	point number 1129	-10,-25
51.4817286	-0.1539688	point number 1130	point number 1130	-10,-25
51.4827286	-0.1539688	point number 1131	point number 1131	-10,-25
51.4837286	-0.1539688	point number 1132	point number 1132	-10,-25
51.4847286	-0.1539688	point number 1133	point number 1133	-10,-25
51.4857286	-0.1539688	point number 1134	point number 1134	-10,-25
51.4867286	-0.1539688	point number 1135	point number 1135	-10,-25
51.4877286	-0.1539688	point number 1136	point number 1136	-10,-25
51.4887286	-0.1539688	point number 1137	point number 1137	-10,-25
51.4897286	-0.1539688	point number 1138	point number 1138	-10,-25
51.4907286	-0.1539688	point number 1139	point number 1139	-10,-25
51.4917286	-0.1539688	point number 1140	point number 1140	-10,-25
51.4927286	-0.1539688	point number 1141	point number 1141	-10,-25
51.4937286	-0.1539688	point number 1142	point number 1142	-10,-25
51.4947286	-0.1539688	point number 1143	point number 1143	-10,-25
51.4957286	-0.1539688	point number 1144	point number 1144	-10,-25
51.4967286	-0.1539688	point number 1145	point number 1145	-10,-25
51.4977286	-0.1539688	point number 1146	point number 1146	-10,-25
51.4987286	-0.1539688	point number 1147	point number 1147	-10,-25
51.4997286	-0.1539688	point number 1148	point number 1148	-10,-25
51.5007286	-0.1539688	point number 1149	point number 1149	-10,-25
51.5017286	-0.1539688	point number 1150	point number 1150	-10,-25
51.5027286	-0.1539688	point number 1151	point number 1151	-10,-25
51.5037286	-0.1539688	point number 1152	point number 1152	-10,-25
51.5047286	-0.1539688	point number 1153	point number 1153	-10,-25
51.5057286	-0.1539688	point number 1154	point number 1154	-10,-25
51.5067286	-0.1539688	point number 1155	point number 1155	-10,-25
51.5077286	-0.1539688	point number 1156	point number 1156	-10,-25
51.5087286	-0.1539688	point number 1157	point number 1157	-10,-25
51.5097286	-0.1539688	point number 1158	point number 1158	-10,-25
51.5107286	-0.1539688	point number 1159	point number 1159	-10,-25
51.5117286	-0.1539688	point number 1160	point number 1160	-10,-25
51.5127286	-0.1539688	point number 1161	point number 1161	-10,-25
51.5137286	-0.1539688	point number 1162	point number 1162	-10,-25
51.5147286	-0.1539688	point number 1163	point number 1163	-10,-25
51.5157286	-0.1539688	point number 1164	point number 1164	-10,-25
51.5167286	-0.1539688	point number 1165	point number 1165	-10,-25
51.5177286	-0.1539688	point number 1166	point number 1166	-10,-25
51.5187286	-0.1539688	point number 1167	point number 1167	-10,-25
51.5197286	-0.1539688	point number 1168	point number 1168	-10,-25
51.5207286	-0.1539688	point number 1169	point number 1169	-10,-25
51.5217286	-0.1539688	point number 1170	point number 1170	-10,-25
51.5227286	-0.1539688	point number 1171	point number 1171	-10,-25
51.5237286	-0.1539688	point number 1172	point number 1172	-10,-25
51.5247286	-0.1539688	point number 1173	point number 1173	-10,-25
51.5257286	-0.1539688	point number 1174	point number 1174	-10,-25
51.5267286	-0.1539688	point number 1175	point number 1175	-10,-25
51.5277286	-0.1539688	point number 1176	point number 1176	-10,-25
51.5287286	-0.1539688	point number 1177	point number 1177	-10,-25
51.5297286	-0.1539688	point number 1178	point number 1178	-10,-25
51.5307286	-0.1539688	point number 1179	point number 1179	-10,-25
51.5317286	-0.1539688	point number 1180	point number 1180	-10,-25
51.5327286	-0.1539688	point number 1181	point number 1181	-10,-25
51.5337286	-0.1539688	point number 1182	point number 1182	-10,-25
51.5347286	-0.1539688	point number 1183	point number 1183	-10,-25
51.5357286	-0.1539688	point number 1184	point number 1184	-10,-25
51.5367286	-0.1539688	point number 1185	point number 1185	-10,-25
51.5377286	-0.1539688	point number 1186	point number 1186	-10,-25
51.5387286	-0.1539688	point number 1187	point number 1187	-10,-25
51.5397286	-0.1539688	point number 1188	point number 1188	-10,-25
51.5407286	-0.1539688	point number 1189	point number 1189	-10,-25
51.5417286	-0.1539688	point number 1190	point number 1190	-10,-25
51.4727286	-0.1524688	point number 1191	point number 1191	-10,-25
51.4737286	-0.1524688	point number 1192	point number 1192	-10,-25
51.4747286	-0.1524688	point number 1193	point number 1193	-10,-25
51.4757286	-0.1524688	point number 1194	point number 1194	-10,-25
51.4767286	-0.1524688	point number 1195	point number 1195	-10,-25
51.4777286	-0.1524688	point number 1196	point number 1196	-10,-25
51.4787286	-0.1524688	point number 1197	point number 1197	-10,-25
51.4797286	-0.1524688	point number 1198	point number 1198	-10,-25
51.4807286	-0.1524688	point number 1199	point number 1199	-10,-25
51.4817286	-0.1524688	point number 1200	point number 1200	-10,-25
51.4827286	-0.1524688	point number 1201	point number 1201	-10,-25
51.4837286	-0.1524688	point number 1202	point number 1202	-10,-25
51.4847286	-0.1524688	point number 1203	point number 1203	-10,-25
51.4857286	-0.1524688	point number 1204	point number 1204	-10,-25
51.4867286	-0.1524688	point number 1205	point number 1205	-10,-25
51.4877286	-0.1524688	point number 1206	point number 1206	-10,-25
51.4887286	-0.1524688	point number 1207	point number 1207	-10,-25
51.4897286	-0.1524688	point number 1208	point number 1208	-10,-25
51.4907286	-0.1524688	point number 1209	point number 1209	-10,-25
51.4917286	-0.1524688	point number 1210	point number 1210	-10,-25
51.4927286	-0.1524688	point number 1211	point number 1211	-10,-25
51.4937286	-0.1524688	point number 1212	point number 1212	-10,-25
51.4947286	-0.1524688	point number 1213	point number 1213	-10,-25
51.4957286	-0.1524688	point number 1214	point number 1214	-10,-25
51.4967286	-0.1524688	point number 1215	point number 1215	-10,-25
51.4977286	-0.1524688	point number 1216	point number 1216	-10,-25
51.4987286	-0.1524688	point number 1217	point number 1217	-10,-25
51.4997286	-0.1524688	point number 1218	point number 1218	-10,-25
51.5007286	-0.1524688	point number 1219	point number 1219	-10,-25
51.5017286	-0.1524688	point number 1220	point number 1220	-10,-25
51.5027286	-0.1524688	point number 1221	point number 1221	-10,-25
51.5037286	-0.1524688	point number 1222	point number 1222	-10,-25
51.5047286	-0.1524688	point number 1223	point number 1223	-10,-25
51.5057286	-0.1524688	point number 1224	point number 1224	-10,-25
51.5067286	-0.1524688	point number 1225	point number 1225	-10,-25
51.5077286	-0.1524688	point number 1226	point number 1226	-10,-25
51.5087286	-0.1524688	point number 1227	point number 1227	-10,-25
51.5097286	-0.1524688	point number 1228	point number 1228	-10,-25
51.5107286	-0.1524688	point number 1229	point number 1229	-10,-25
51.5117286	-0.1524688	point number 1230	point number 1230	-10,-25
51.5127286	-0.1524688	point number 1231	point number 1231	-10,-25
51.5137286	-0.1524688	point number 1232	point number 1232	-10,-25
51.5147286	-0.1524688	point number 1233	point number 1233	-10,-25
51.5157286	-0.1524688	point number 1234	point number 1234	-10,-25
51.5167286	-0.1524688	point number 1235	point number 1235	-10,-25
51.5177286	-0.1524688	point number 1236	point number 1236	-10,-25
51.5187286	-0.1524688	point number 1237	point number 1237	-10,-25
51.5197286	-0.1524688	point number 1238	point number 1238	-10,-25
51.5207286	-0.1524688	point number 1239	point number 1239	-10,-25
51.5217286	-0.1524688	point number 1240	point number 1240	-10,-25
51.5227286	-0.1524688	point number 1241	point number 1241	-10,-25
51.5237286	-0.1524688	point number 1242	point number 1242	-10,-25
51.5247286	-0.1524688	point number 1243	point number 1243	-10,-25
51.5257286	-0.1524688	point number 1244	point number 1244	-10,-25
51.5267286	-0.1524688	point number 1245	point number 1245	-10,-25
51.5277286	-0.1524688	point number 1246	point number 1246	-10,-25
51.5287286	-0.1524688	point number 1247	point number 1247	-10,-25
51.5297286	-0.1524688	point number 1248	point number 1248	-10,-25
51.5307286	-0.1524688	point number 1249	point number 1249	-10,-25
51.5317286	-0.1524688	point number 1250	point number 1250	-10,-25
51.5327286	-0.1524688	point number 1251	point number 1251	-10,-25
51.5337286	-0.1524688	point number 1252	point number 1252	-10,-25
51.5347286	-0.1524688	point number 1253	point number 1253	-10,-25
51.5357286	-0.1524688	point number 1254	point number 1254	-10,-25
51.5367286	-0.1524688	point number 1255	point number 1255	-10,-25
51.5377286	-0.1524688	point number 1256	point number 1256	-10,-25
51.5387286	-0.1524688	point number 1257	point number 1257	-10,-25
51.5397286	-0.1524688	point number 1258	point number 1258	-10,-25
51.5407286	-0.1524688	point number 1259	point number 1259	-10,-25
51.5417286	-0.1524688	point number 1260	point number 1260	-10,-25
51.4727286	-0.1509688	point number 1261	point number 1261	-10,-25
51.4737286	-0.1509688	point number 1262	point number 1262	-10,-25
51.4747286	-0.1509688	point number 1263	point number 1263	-10,-25
51.4757286	-0.1509688	point number 1264	point number 1264	-10,-25
51.4767286	-0.1509688	point number 1265	point number 1265	-10,-25
51.4777286	-0.1509688	point number 1266	point number 1266	-10,-25
51.4787286	-0.1509688	point number 1267	point number 1267	-10,-25
51.4797286	-0.1509688	point number 1268	point number 1268	-10,-25
51.4807286	-0.1509688	point number 1269	point number 1269	-10,-25
51.4817286	-0.1509688	point number 1270	point number 1270	-10,-25
51.4827286	-0.1509688	point number 1271	point number 1271	-10,-25
51.4837286	-0.1509688	point number 1272	point number 1272	-10,-25
51.4847286	-0.1509688	point number 1273	point number 1273	-10,-25
51.4857286	-0.1509688	point number 1274	point number 1274	-10,-25
51.4867286	-0.1509688	point number 1275	point number 1275	-10,-25
51.4877286	-0.1509688	point number 1276	point number 1276	-10,-25
51.4887286	-0.1509688	point number 1277	point number 1277	-10,-25
51.4897286	-0.1509688	point number 1278	point number 1278	-10,-25
51.4907286	-0.1509688	point number 1279	point number 1279	-10,-25
51.4917286	-0.1509688	point number 1280	point number 1280	-10,-25
51.4927286	-0.1509688	point number 1281	point number 1281	-10,-25
51.4937286	-0.1509688	point number 1282	point number 1282	-10,-25
51.4947286	-0.1509688	point number 1283	point number 1283	-10,-25
51.4957286	-0.1509688	point number 1284	point number 1284	-10,-25
51.4967286	-0.1509688	point number 1285	point number 1285	-10,-25
51.4977286	-0.1509688	point number 1286	point number 1286	-10,-25
51.4987286	-0.1509688	point number 1287	point number 1287	-10,-25
51.4997286	-0.1509688	point number 1288	point number 1288	-10,-25
51.5007286	-0.1509688	point number 1289	point number 1289	-10,-25
51.5017286	-0.1509688	point number 1290	point number 1290	-10,-25
51.5027286	-0.1509688	point number 1291	point number 1291	-10,-25
51.5037286	-0.1509688	point number 1292	point number 1292	-10,-25
51.5047286	-0.1509688	point number 1293	point number 1293	-10,-25
51.5057286	-0.1509688	point number 1294	point number 1294	-10,-25
51.5067286	-0.1509688	point number 1295	point number 1295	-10,-25
51.5077286	-0.1509688	point number 1296	point number 1296	-10,-25
51.5087286	-0.1509688	point number 1297	point number 1297	-10,-25
51.5097286	-0.1509688	point number 1298	point number 1298	-10,-25
51.5107286	-0.1509688	point number 1299	point number 1299	-10,-25
51.5117286	-0.1509688	point number 1300	point number 1300	-10,-25
51.5127286	-0.1509688	point number 1301	point number 1301	-10,-25
51.5137286	-0.1509688	point number 1302	point number 1302	-10,-25
51.5147286	-0.1509688	point number 1303	point number 1303	-10,-25
51.5157286	-0.1509688	point number 1304	point number 1304	-10,-25
51.5167286	-0.1509688	point number 1305	point number 1305	-10,-25
51.5177286	-0.1509688	point number 1306	point number 1306	-10,-25
51.5187286	-0.1509688	point number 1307	point number 1307	-10,-25
51.5197286	-0.1509688	point number 1308	point number 1308	-10,-25
51.5207286	-0.1509688	point number 1309	point number 1309	-10,-25
51.5217286	-0.1509688	point number 1310	point number 1310	-10,-25
51.5227286	-0.1509688	point number 1311	point number 1311	-10,-25
51.5237286	-0.1509688	point number 1312	point number 1312	-10,-25
51.5247286	-0.1509688	point number 1313	point number 1313	-10,-25
51.5257286	-0.1509688	point number 1314	point number 1314	-10,-25
51.5267286	-0.1509688	point number 1315	point number 1315	-10,-25
51.5277286	-0.1509688	point number 1316	point number 1316	-10,-25
51.5287286	-0.1509688	point number 1317	point number 1317	-10,-25
51.5297286	-0.1509688	point number 1318	point number 1318	-10,-25
51.5307286	-0.1509688	point number 1319	point number 1319	-10,-25
51.5317286	-0.1509688	point number 1320	point number 1320	-10,-25
51.5327286	-0.1509688	point number 1321	point number 1321	-10,-25
51.5337286	-0.1509688	point number 1322	point number 1322	-10,-25
51.5347286	-0.1509688	point number 1323	point number 1323	-10,-25
51.5357286	-0.1509688	point number 1324	point number 1324	-10,-25
51.5367286	-0.1509688	point number 1325	point number 1325	-10,-25
51.5377286	-0.1509688	point number 1326	point number 1326	-10,-25
51.5387286	-0.1509688	point number 1327	point number 1327	-10,-25
51.5397286	-0.1509688	point number 1328	point number 1328	-10,-25
51.5407286	-0.1509688	point number 1329	point number 1329	-10,-25
51.5417286	-0.1509688	point number 1330	point number 1330	-10,-25
51.4727286	-0.1494688	point number 1331	point number 1331	-10,-25
51.4737286	-0.1494688	point number 1332	point number 1332	-10,-25
51.4747286	-0.1494688	point number 1333	point number 1333	-10,-25
51.4757286	-0.1494688	point number 1334	point number 1334	-10,-25
51.4767286	-0.1494688	point number 1335	point number 1335	-10,-25
51.4777286	-0.1494688	point number 1336	point number 1336	-10,-25
51.4787286	-0.1494688	point number 1337	point number 1337	-10,-25
51.4797286	-0.1494688	point number 1338	point number 1338	-10,-25
51.4807286	-0.1494688	point number 1339	point number 1339	-10,-25
51.4817286	-0.1494688	point number 1340	point number 1340	-10,-25
51.4827286	-0.1494688	point number 1341	point number 1341	-10,-25
51.4837286	-0.1494688	point number 1342	point number 1342	-10,-25
51.4847286	-0.1494688	point number 1343	point number 1343	-10,-25
51.4857286	-0.1494688	point number 1344	point number 1344	-10,-25
51.4867286	-0.1494688	point number 1345	point number 1345	-10,-25
51.4877286	-0.1494688	point number 1346	point number 1346	-10,-25
51.4887286	-0.1494688	point number 1347	point number 1347	-10,-25
51.4897286	-0.1494688	point number 1348	point number 1348	-10,-25
51.4907286	-0.1494688	point number 1349	point number 1349	-10,-25
51.4917286	-0.1494688	point number 1350	point number 1350	-10,-25
51.4927286	-0.1494688	point number 1351	point number 1351	-10,-25
51.4937286	-0.1494688	point number 1352	point number 1352	-10,-25
51.4947286	-0.1494688	point number 1353	point number 1353	-10,-25
51.4957286	-0.1494688	point number 1354	point number 1354	-10,-25
51.4967286	-0.1494688	point number 1355	point number 1355	-10,-25
51.4977286	-0.1494688	point number 1356	point number 1356	-10,-25
51.4987286	-0.1494688	point number 1357	point number 1357	-10,-25
51.4997286	-0.1494688	point number 1358	point number 1358	-10,-25
51.5007286	-0.1494688	point number 1359	point number 1359	-10,-25
51.5017286	-0.1494688	point number 1360	point number 1360	-10,-25
51.5027286	-0.1494688	point number 1361	point number 1361	-10,-25
51.5037286	-0.1494688	point number 1362	point number 1362	-10,-25
51.5047286	-0.1494688	point number 1363	point number 1363	-10,-25
51.5057286	-0.1494688	point number 1364	point number 1364	-10,-25
51.5067286	-0.1494688	point number 1365	point number 1365	-10,-25
51.5077286	-0.1494688	point number 1366	point number 1366	-10,-25
51.5087286	-0.1494688	point number 1367	point number 1367	-10,-25
51.5097286	-0.1494688	point number 1368	point number 1368	-10,-25
51.5107286	-0.1494688	point number 1369	point number 1369	-10,-25
51.5117286	-0.1494688	point number 1370	point number 1370	-10,-25
51.5127286	-0.1494688	point number 1371	point number 1371	-10,-25
51.5137286	-0.1494688	point number 1372	point number 1372	-10,-25
51.5147286	-0.1494688	point number 1373	point number 1373	-10,-25
51.5157286	-0.1494688	point number 1374	point number 1374	-10,-25
51.5167286	-0.1494688	point number 1375	point number 1375	-10,-25
51.5177286	-0.1494688	point number 1376	point number 1376	-10,-25
51.5187286	-0.1494688	point number 1377	point number 1377	-10,-25
51.5197286	-0.1494688	point number 1378	point number 1378	-10,-25
51.5207286	-0.1494688	point number 1379	point number 1379	-10,-25
51.5217286	-0.1494688	point number 1380	point number 1380	-10,-25
51.5227286	-0.1494688	point number 1381	point number 1381	-10,-25
51.5237286	-0.1494688	point number 1382	point number 1382	-10,-25
51.5247286	-0.1494688	point number 1383	point number 1383	-10,-25
51.5257286	-0.1494688	point number 1384	point number 1384	-10,-25
51.5267286	-0.1494688	point number 1385	point number 1385	-10,-25
51.5277286	-0.1494688	point number 1386	point number 1386	-10,-25
51.5287286	-0.1494688	point number 1387	point number 1387	-10,-25
51.5297286	-0.1494688	point number 1388	point number 1388	-10,-25
51.5307286	-0.1494688	point number 1389	point number 1389	-10,-25
51.5317286	-0.1494688	point number 1390	point number 1390	-10,-25
51.5327286	-0.1494688	point number 1391	point number 1391	-10,-25
51.5337286	-0.1494688	point number 1392	point number 1392	-10,-25
51.5347286	-0.1494688	point number 1393	point number 1393	-10,-25
51.5357286	-0.1494688	point number 1394	point number 1394	-10,-25
51.5367286	-0.1494688	point number 1395	point number 1395	-10,-25
51.5377286	-0.1494688	point number 1396	point number 1396	-10,-25
51.5387286	-0.1494688	point number 1397	point number 1397	-10,-25
51.5397286	-0.1494688	point number 1398	point number 1398	-10,-25
51.5407286	-0.1494688	point number 1399	point number 1399	-10,-25
51.5417286	-0.1494688	point number 1400	point number 1400	-10,-25
51.4727286	-0.1479688	point number 1401	point number 1401	-10,-25
51.4737286	-0.1479688	point number 1402	point number 1402	-10,-25
51.4747286	-0.1479688	point number 1403	point number 1403	-10,-25
51.4757286	-0.1479688	point number 1404	point number 1404	-10,-25
51.4767286	-0.1479688	point number 1405	point number 1405	-10,-25
51.4777286	-0.1479688	point number 1406	point number 1406	-10,-25
51.4787286	-0.1479688	point number 1407	point number 1407	-10,-25
51.4797286	-0.1479688	point number 1408	point number 1408	-10,-25
51.4807286	-0.1479688	point number 1409	point number 1409	-10,-25
51.4817286	-0.1479688	point number 1410	point number 1410	-10,-25
51.4827286	-0.1479688	point number 1411	point number 1411	-10,-25
51.4837286	-0.1479688	point number 1412	point number 1412	-10,-25
51.4847286	-0.1479688	point number 1413	point number 1413	-10,-25
51.4857286	-0.1479688	point number 1414	point number 1414	-10,-25
51.4867286	-0.1479688	point number 1415	point number 1415	-10,-25
51.4877286	-0.1479688	point number 1416	point number 1416	-10,-25
51.4887286	-0.1479688	point number 1417	point number 1417	-10,-25
51.4897286	-0.1479688	point number 1418	point number 1418	-10,-25
51.4907286	-0.1479688	point number 1419	point number 1419	-10,-25
51.4917286	-0.1479688	point number 1420	point number 1420	-10,-25
51.4927286	-0.1479688	point number 1421	point number 1421	-10,-25
51.4937286	-0.1479688	point number 1422	point number 1422	-10,-25
51.4947286	-0.1479688	point number 1423	point number 1423	-10,-25
51.4957286	-0.1479688	point number 1424	point number 1424	-10,-25
51.4967286	-0.1479688	point number 1425	point number 1425	-10,-25
51.4977286	-0.1479688	point number 1426	point number 1426	-10,-25
51.4987286	-0.1479688	point number 1427	point number 1427	-10,-25
51.4997286	-0.1479688	point number 1428	point number 1428	-10,-25
51.5007286	-0.1479688	point number 1429	point number 1429	-10,-25
51.5017286	-0.1479688	point number 1430	point number 1430	-10,-25
51.5027286	-0.1479688	point number 1431	point number 1431	-10,-25
51.5037286	-0.1479688	point number 1432	point number 1432	-10,-25
51.5047286	-0.1479688	point number 1433	point number 1433	-10,-25
51.5057286	-0.1479688	point number 1434	point number 1434	-10,-25
51.5067286	-0.1479688	point number 1435	point number 1435	-10,-25
51.5077286	-0.1479688	point number 1436	point number 1436	-10,-25
51.5087286	-0.1479688	point number 1437	point number 1437	-10,-25
51.5097286	-0.1479688	point number 1438	point number 1438	-10,-25
51.5107286	-0.1479688	point number 1439	point number 1439	-10,-25
51.5117286	-0.1479688	point number 1440	point number 1440	-10,-25
51.5127286	-0.1479688	point number 1441	point number 1441	-10,-25
51.5137286	-0.1479688	point number 1442	point number 1442	-10,-25
51.5147286	-0.1479688	point number 1443	point number 1443	-10,-25
51.5157286	-0.1479688	point number 1444	point number 1444	-10,-25
51.5167286	-0.1479688	point number 1445	point number 1445	-10,-25
51.5177286	-0.1479688	point number 1446	point number 1446	-10,-25
51.5187286	-0.1479688	point number 1447	point number 1447	-10,-25
51.5197286	-0.1479688	point number 1448	point number 1448	-10,-25
51.5207286	-0.1479688	point number 1449	point number 1449	-10,-25
51.5217286	-0.1479688	point number 1450	point number 1450	-10,-25
51.5227286	-0.1479688	point number 1451	point number 1451	-10,-25
51.5237286	-0.1479688	point number 1452	point number 1452	-10,-25
51.5247286	-0.1479688	point number 1453	point number 1453	-10,-25
51.5257286	-0.1479688	point number 1454	point number 1454	-10,-25
51.5267286	-0.1479688	point number 1455	point number 1455	-10,-25
51.5277286	-0.1479688	point number 1456	point number 1456	-10,-25
51.5287286	-0.1479688	point number 1457	point number 1457	-10,-25
51.5297286	-0.1479688	point number 1458	point number 1458	-10,-25
51.5307286	-0.1479688	point number 1459	point number 1459	-10,-25
51.5317286	-0.1479688	point number 1460	point number 1460	-10,-25
51.5327286	-0.1479688	point number 1461	point number 1461	-10,-25
51.5337286	-0.1479688	point number 1462	point number 1462	-10,-25
51.5347286	-0.1479688	point number 1463	point number 1463	-10,-25
51.5357286	-0.1479688	point number 1464	point number 1464	-10,-25
51.5367286	-0.1479688	point number 1465	point number 1465	-10,-25
51.5377286	-0.1479688	point number 1466	point number 1466	-10,-25
51.5387286	-0.1479688	point number 1467	point number 1467	-10,-25
51.5397286	-0.1479688	point number 1468	point number 1468	-10,-25
51.5407286	-0.1479688	point number 1469	point number 1469	-10,-25
51.5417286	-0.1479688	point number 1470	point number 1470	-10,-25
51.4727286	-0.1464688	point number 1471	point number 1471	-10,-25
51.4737286	-0.1464688	point number 1472	point number 1472	-10,-25
51.4747286	-0.1464688	point number 1473	point number 1473	-10,-25
51.4757286	-0.1464688	point number 1474	point number 1474	-10,-25
51.4767286	-0.1464688	point number 1475	point number 1475	-10,-25
51.4777286	-0.1464688	point number 1476	point number 1476	-10,-25
51.4787286	-0.1464688	point number 1477	point number 1477	-10,-25
51.4797286	-0.1464688	point number 1478	point number 1478	-10,-25
51.4807286	-0.1464688	point number 1479	point number 1479	-10,-25
51.4817286	-0.1464688	point number 1480	point number 1480	-10,-25
51.4827286	-0.1464688	point number 1481	point number 1481	-10,-25
51.4837286	-0.1464688	point number 1482	point number 1482	-10,-25
51.4847286	-0.1464688	point number 1483	point number 1483	-10,-25
